model_year,mileage_km,engine_size_liters,horsepower,previous_owners,airbags_count,warranty_months,mileage_original,horsepower_original,idade_veiculo,km_por_ano,potencia_por_litro,brand_  Fiat,brand_  Ford,brand_  Honda,brand_  Hyundai,brand_  Toyota,brand_  Volkswagen,brand_Chevrolet,brand_Fiat,brand_Ford,brand_Honda,brand_Hyundai,brand_Toyota,brand_Volkswagen,fuel_type_Diesel,fuel_type_ELÉTRICO,fuel_type_ETANOL,fuel_type_Elétrico,fuel_type_Etanol,fuel_type_FLEX,fuel_type_Flex,fuel_type_GASOLINA,fuel_type_Gasolina,fuel_type_HÍBRIDO,fuel_type_Híbrido,transmission_Automática,transmission_Automática ,transmission_CVT,transmission_CVT ,transmission_Manual,transmission_Manual ,drivetrain_Dianteira,drivetrain_Traseira,condition_Excelente,condition_Regular,condition_Ruim,accident_history_2+ acidentes,accident_history_Sem acidentes,service_history_Parcial,service_history_Sem histórico,air_conditioning_Sim,power_steering_Sim,power_windows_Sim,abs_brakes_Sim,interior_material_Couro Sintético,interior_material_Tecido,sound_system_Multimídia,sound_system_Premium,sunroof_Sim,parking_sensors_Sim,imported_Sim,color_Branco,color_Cinza,color_Prata,color_Preto,color_Vermelho,price_brl
0.2522725533940832,-1.2871415368448536,-1.2405465621611003,1.5124270039736543,-1.4564116831338554,-1.1658168354244487,-0.11950712218066084,-1.2871415368448536,1.5124270039736543,-0.25227255339410287,-0.608011369700328,2.782728479170908,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,10.828876767395542
0.48224157824715924,-0.5356009988191182,-1.2405465621611003,0.8252574055589649,1.3519790624440244,-1.1658168354244487,-0.877194651099865,-0.5356009988191182,0.8252574055589649,-0.48224157824717895,-0.34475115583046917,1.9609751109030324,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,10.4994628213438
0.48224157824715924,-1.440141621929566,3.5474434663505154,-1.1923895004245912,1.3519790624440244,-0.3850746168497716,0.5434694656236428,-1.440141621929566,-1.1923895004245912,-0.48224157824717895,-0.6335057129621335,-1.664064570392134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,10.87039535020681
1.4021176776594633,1.658959173560441,-1.2405465621611003,-1.5140433550016799,-0.7543139967393855,0.786038711012244,0.44875852450874226,1.658959173560441,-1.5140433550016799,-1.4021176776594833,2.5636339765071408,-0.8364831640514366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,10.976987140389163
0.48224157824715924,-0.18415456975216885,-0.5223480578843578,1.2492556684105818,-1.4564116831338554,0.39566760172490545,-0.21421806329556137,-0.18415456975216885,1.2492556684105818,-0.48224157824717895,-0.23255966836386313,1.374584818652961,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,11.167628403875849
-1.5874796454305249,-0.4336983766479773,0.6746494492435461,-0.3882548639818696,-0.7543139967393855,-0.3850746168497716,1.301156994542847,-0.4336983766479773,-0.3882548639818696,1.5874796454305056,-0.573746383288151,-0.7257504406678223,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,8.987321812850125
0.7122106031002352,0.5522140166048678,-1.2405465621611003,-1.4701814657411678,1.3519790624440244,0.786038711012244,-0.687772768870064,0.5522140166048678,-1.4701814657411678,-0.712210603100255,0.15263095715804406,-0.7840308213960404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,10.31071776859096
1.6320867025125394,-1.213884672961953,-1.2405465621611003,1.3369794469316059,-0.05221631034491549,0.005296492437566915,1.111735112313046,-1.213884672961953,1.3369794469316059,-1.6320867025125592,0.37281402738400304,2.5729191085493226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,11.190858965656616
-0.2076654963120688,0.7007599507409715,-1.2405465621611003,1.5124270039736543,0.6498813760495545,1.5667809295869213,1.5852898178875485,0.7007599507409715,1.5124270039736543,0.20766549631204922,-0.2160790858848089,2.782728479170908,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,10.678951775585286
-0.43763452116514484,1.5692637088328312,-0.28294855645877737,1.0884287411220375,-1.4564116831338554,0.786038711012244,0.44875852450874226,1.5692637088328312,1.0884287411220375,0.4376345211651253,-0.10293048936832727,0.9768692534636926,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10.671672629878687
