model_year,mileage_km,horsepower,previous_owners,airbags_count,warranty_months,price_brl_log,engine_size_liters_log,brand_Fiat,brand_Ford,brand_Honda,brand_Hyundai,brand_Toyota,brand_Volkswagen,fuel_type_Elétrico,fuel_type_Etanol,fuel_type_Flex,fuel_type_Gasolina,fuel_type_Híbrido,transmission_Automática,transmission_Cvt,transmission_Manual,drivetrain_Dianteira,drivetrain_Traseira,condition_Excelente,condition_Regular,condition_Ruim,accident_history_2+ Acidentes,accident_history_Sem Acidentes,service_history_Parcial,service_history_Sem Histórico,air_conditioning_Sim,power_steering_Sim,power_windows_Sim,abs_brakes_Sim,interior_material_Couro Sintético,interior_material_Tecido,sound_system_Multimídia,sound_system_Premium,sunroof_Sim,parking_sensors_Sim,imported_Sim,color_Branco,color_Cinza,color_Prata,color_Preto,color_Vermelho,car_age,km_per_year_score,usage_intensity
0.2362192137051036,-1.5245737725550432,1.540823779345729,-0.0507962622645187,-0.0105994484960728,1.0374683891726526,10.979786063607651,0.7604737325513222,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.2362192137050868,-0.8505478740422494,-0.8505478740422494
0.6966000478403073,-0.244576000183426,0.9726032423124662,0.6569269423197879,1.1664139367394706,-1.243321982532906,10.75122103231314,-1.3907052734306435,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,-0.6966000478402905,-0.0605656917619702,-0.0605656917619702
1.3871712990431129,-0.7113809724664398,-0.1346983170344045,0.6569269423197879,1.1664139367394706,-0.8631902539153129,11.380730322023457,0.7604737325513222,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,-1.387171299043096,0.2905787369085852,0.2905787369085852
-0.6845424545653038,1.065574049654128,0.1275573154424858,0.6569269423197879,1.558751731817985,-0.9582231860697112,8.987321812850125,-1.3907052734306435,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0.6845424545653206,-0.1253599593136838,-0.1253599593136838
1.3871712990431129,1.1885278795936705,-0.0035705007959593,1.3646501469040946,-0.4029372435745874,0.3722378640918646,10.373178632943564,-0.4971606550341905,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,-1.387171299043096,2.5263884024459857,2.5263884024459857
-1.1449232887005074,1.6144305127766891,1.0454520291116025,0.6569269423197879,0.7740761416609561,-0.6731243896065164,8.987321812850125,-0.4971606550341905,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1.1449232887005245,-0.1063378736158791,-0.1063378736158791
-1.375113705768109,0.7371349854696893,0.491801249438167,-1.4662426714331322,0.3817383465824416,1.4176001177902455,10.091003926207186,-1.3907052734306435,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.3751137057681262,-0.3697983708275397,-0.3697983708275397
-1.6053041228357112,1.99533144896092e-16,0.0838480433630041,-0.0507962622645187,-0.0105994484960728,0.0871390676286697,10.240352569152035,0.7604737325513222,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.605304122835728,-0.5693999248181629,-0.5693999248181629
0.6966000478403073,-1.0717000025937171,1.2931379042286657,-0.0507962622645187,-0.4029372435745874,-0.2929926609889233,10.51224718358581,-0.4971606550341905,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-0.6966000478402905,-0.5472447861779167,-0.5472447861779167
-0.9147328716329056,1.3723210251841274,1.3659866910278018,1.3646501469040946,1.558751731817985,0.6573366605550595,9.150059441091251,2.001777759132004,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.9147328716329224,-0.1063405334026484,-0.1063405334026484
-0.4543520374977019,0.0281793901541873,0.1129875580826586,0.6569269423197879,-0.4029372435745874,0.5623037284006611,9.29771001811309,0.2866767991881377,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0.4543520374977187,-0.3823351935532041,-0.3823351935532041
0.4664096307727055,0.5028549432764226,1.132870573270566,-0.0507962622645187,0.3817383465824416,1.0374683891726526,10.86635648017086,0.2866767991881377,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,-0.4664096307726887,0.1877552814267296,0.1877552814267296
-0.6845424545653038,-0.0228971144208985,-0.222116861193368,1.3646501469040946,0.7740761416609561,1.1325013213270507,9.694616660508636,-0.2250628737736576,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0.6845424545653206,-0.4455877358539731,-0.4455877358539731
1.6173617161107148,0.0066381314461444,1.555393536705556,0.6569269423197879,-1.1876128337316163,-0.0078938645257284,9.48402493478411,0.2866767991881377,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,-1.617361716110698,2.183836414933764,2.183836414933764
1.3871712990431129,-0.7027973773351637,-0.3241051627121588,0.6569269423197879,0.7740761416609561,-0.0078938645257284,11.212347260383366,0.2866767991881377,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,-1.387171299043096,0.3006798977820436,0.3006798977820436
0.6966000478403073,-0.5434935303141304,-1.5916740530171292,0.6569269423197879,-0.0105994484960728,1.4176001177902455,10.193466984036592,-1.3907052734306435,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.6966000478402905,-0.2364485248621265,-0.2364485248621265
1.3871712990431129,-1.6944905630770477,1.3659866910278018,1.3646501469040946,0.7740761416609561,1.0374683891726526,10.708533825593484,0.2866767991881377,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-1.387171299043096,-0.8663430399368289,-0.8663430399368289
1.6173617161107148,1.017308466807335,0.8123359113543664,-0.7585194668488254,-1.5799506288101308,1.0374683891726526,10.288477807454909,-1.3907052734306435,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,-1.617361716110698,3.967869239999773,3.967869239999773
-0.4543520374977019,-0.1763734407857139,-0.3678144347916405,-1.4662426714331322,1.558751731817985,-0.6731243896065164,10.281136006647518,-0.2250628737736576,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.4543520374977187,-0.4479854046671691,-0.4479854046671691
-1.1449232887005074,1.3251660992153431,3.8137059274787792,0.6569269423197879,1.558751731817985,-0.197959728834525,8.987321812850125,0.7604737325513222,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1.1449232887005245,-0.1792819938075089,-0.1792819938075089
-1.6053041228357112,1.0385754892492034,0.6374988230364396,-1.4662426714331322,1.558751731817985,-1.243321982532906,9.851720461714246,-1.3907052734306435,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1.605304122835728,-0.3402385579384029,-0.3402385579384029
-1.375113705768109,-0.0088562175927407,0.0,0.6569269423197879,-0.0105994484960728,0.5623037284006611,10.451204254885868,0.7604737325513222,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.3751137057681262,-0.5453746191727509,-0.5453746191727509
-0.9147328716329056,-1.7040202733266272,-1.2565696337411023,-1.4662426714331322,1.558751731817985,-0.197959728834525,11.113790280556934,0.7604737325513222,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9147328716329224,-0.9417790256930886,-0.9417790256930886
1.156980881975511,-1.2571248539679154,0.1275573154424858,-0.0507962622645187,-0.0105994484960728,0.8474025248638559,10.997372015964007,-0.2250628737736576,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,-1.1569808819754943,-0.5040001996909057,-0.5040001996909057
0.0060287966375017,1.356401609932671,-0.513512008389913,-1.4662426714331322,-1.5799506288101308,-0.1029267966801267,9.753129670947564,0.2866767991881377,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.0060287966374849,0.2672836742126593,0.2672836742126593
1.6173617161107148,-1.3857416628039707,-0.1492680743942318,-1.4662426714331322,-0.0105994484960728,0.182171999783068,10.945723474426927,0.7604737325513222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,-1.617361716110698,-0.2739890213031828,-0.2739890213031828
1.6173617161107148,0.3545479705290051,0.8123359113543664,0.6569269423197879,-1.1876128337316163,1.7026989142534403,10.754492817711654,1.2015681247529084,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,-1.617361716110698,2.797966019188388,2.797966019188388
0.2362192137051036,-0.4444256791584268,-0.222116861193368,-0.0507962622645187,1.558751731817985,-0.2929926609889233,9.995884401802096,-1.3907052734306435,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,-0.2362192137050868,-0.3738791752762579,-0.3738791752762579
-0.6845424545653038,-0.0911956565117719,-0.4843724936702585,-1.4662426714331322,-0.0105994484960728,-1.3383549146873044,10.554535882074736,-1.3907052734306435,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0.6845424545653206,-0.4656811393326859,-0.4656811393326859
-0.4543520374977019,1.2225194647860564,0.4480919773586853,-0.0507962622645187,1.1664139367394706,0.2772049319374663,8.987321812850125,-0.2250628737736576,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0.4543520374977187,0.0009822979778114,0.0009822979778114
-1.1449232887005074,1.99533144896092e-16,-1.285709148460757,-1.4662426714331322,1.558751731817985,-0.197959728834525,9.85003403180204,0.2866767991881377,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1.1449232887005245,-0.5134505630585524,-0.5134505630585524
-0.6845424545653038,0.2472804550146702,-1.3876974499795478,-0.7585194668488254,1.558751731817985,-0.197959728834525,9.974737874064294,-1.3907052734306435,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.6845424545653206,-0.3661016041244896,-0.3661016041244896
0.6966000478403073,0.8410019712834547,-1.343988177900066,-0.0507962622645187,0.7740761416609561,-0.197959728834525,9.496571392160648,-1.3907052734306435,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.6966000478402905,0.5781875091266758,0.5781875091266758
